ID,Punto de Medición,Estado,MES,Año,hora,Caudal acumulado anterior                       (m3 ) ,Caudal acumulado                   (m3 ),Lectura registro                ( L/s),"M1, M2, M3, M4, M5, MA"
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,9,2023,PM,"628,929.00","638,878.00",5.92, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,9,2023,PM,"607,688.00","616,321.00",5.62, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,9,2023,AM,"244,080.00","244,080.00", -   , MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,9,2023,AM,"177,209.00","186,870.00",2.39, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,9,2023,,,,, MA 
SRM51,Breña Mora Entrada Planta,,9,2023,AM,"1,837,082.00","1,871,805.40",14.5, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,9,2023,AM,"1,617,164.00","1,645,754.70",21.9, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,9,2023,AM,"245,771.00","254,535.00", -   , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,9,2023,AM,"18,214.00","18,658.00", -   , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,9,2023,AM,"32,124.00","32,783.00",1.07, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,9,2023,AM,"545,683.00","585,101.00",15.67, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,9,2023,AM,"1,743,000.00","1,773,591.00",5.99, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,9,2023,AM,"2,030,441.00","2,095,938.00",33.45, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,9,2023,AM,"1,441,853.00","1,468,096.00",14.35, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,9,2023,AM,"4,455,340.00","4,516,085.00",32.76, MA 
SIM17,Cementerio  Bunt Planet,,9,2023,PM,"1,071,276.00","1,091,473.40",7.99, MA 
SIM18,Mas x Menos Bunt Planet,,9,2023,PM,,"1,725,500.60",16.25, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,9,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,9,2023,PM,"726,906.00","742,660.00",8.95, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,9,2023,AM,"3,028,638.00","3,089,469.00",24.77, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,9,2023,AM,"1,954,971.00","1,993,231.00",16.19, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,9,2023,AM,"572,861.00","613,331.00",11:12, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,9,2023,AM,"3,611,063.00","3,712,400.00",20.53, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,9,2023,AM,"1,854,122.00","1,989,520.00",47.9, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,9,2023,AM,"12,931,832.00","13,103,560.00",82.2, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,9,2023,AM,"579,299.89","579,299.80", -   , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,9,2023,AM,"12,875,014.00","13,239,714.00",16.17, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,9,2023,,,,, MA 
,Iris Hernández,,9,2023,AM,"758,175.00","792,979.00",12.54, M1  
PEND,Derivación ASADA San Pedro de Barva,,9,2023,,,,, M2  
BM09,Botho Steinvorth,,9,2023,AM,"3,707,082.10","3,745,455.90",16.85, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,9,2023,AM,"2,370,187.00","2,399,405.00",9.01, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,9,2023,AM,"6,932,079.40","7,077,067.60",64.13, MA 
,29 Catarata,,9,2023,AM,"542,106.00","565,457.00",9.7,
BM16,Arrieta,,9,2023,AM,"4,685,749.10","4,758,412.90",24.56, MA 
,La Anexa,,9,2023,AM,"316,440.70","332,327.00",6.16, M1 
BM03,Carlos Steinvorth,,9,2023,AM,"4,124,844.90","4,163,633.30",20.73, MA 
,29 A,,9,2023,AM,"116,273.00","123,152.00",16.37, M1 
BM14,Sacramento,,9,2023,AM,"3,996,630.00","4,057,376.00",21.5, MA 
BM19,"Marin Cañas Electromagnetico 2""",,9,2023,AM,"229,299.00","231,451.00",0.84, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,9,2023,AM,"13,050,790.00","13,208,203.00",64.05, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,9,2023,AM,"6,768,453.00","682,764.40",23.55, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,9,2023,AM,"8,077,837.00","8,112,361.00",12.81, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,9,2023,AM,"10,617,759.00","10,818,641.00",79.7, MA 
BM10,"El Higueron 8""  (6"")",,9,2023,AM,"7,921,334.00","8,016,253.00",31.9, MA 
BM11,"LA Gemela #1 (6"")",,9,2023,AM,"4,124,821.00","4,143,758.00",6.55, MA 
BM12,"LA Gemela #2  (6"")",,9,2023,AM,"7,362,777.00","7,442,326.00",32.32, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,9,2023,PM,,,15.09, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,9,2023,AM,"627,039.00","703,978.00",28.57, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,9,2023,AM,"3,456,598.00","3,584,187.00",51, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,9,2023,AM,"2,226,917.00","2,296,546.00",26.92, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,9,2023,AM,"1,969,171.00","2,032,616.00",11.54, MA 
SR54,Mata Plátano,,9,2023,AM,"283,373.29","300,321.62",5.58, MA 
BM25,"Sacramento 3""",,9,2023,AM,"248,666.50","262,954.00",5.29,
SPM01,"Pozo Miraflores        ( 8"" )",,10,2023,PM,"3,620,765.00","3,681,971.00",54, MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,10,2023,PM,"6,815,835.00","6,937,581.00",51.1, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,10,2023,PM,"18,433.00","18,433.00", FOP , MA 
HM07,Pozo Real Santamaría,,10,2023,PM,"18,801,153.00","18,947,989.00",63.21, MA 
HM17,"Pozo Trebol (8"")",,10,2023,PM,"5,927,534.00","6,079,287.00",73.6, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,10,2023,PM,"1,077,995.58","1,091,492.60", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,10,2023,AM,"4,980,422.00","5,057,135.00",32.8, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,10,2023,AM,"156,775.00","156,777.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,10,2023,AM,"135,781.00","135,781.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,10,2023,AM,"901,606.75","991,489.00",47.99, MA 
HM22,Medidor para venta de agua Malinches,,10,2023,AM,"1,060.39","1,060.39", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,10,2023,AM,"3,419,302.54","3,626,719.34",84.5, M2 
HM06,"Pozo San Vicente        ( 10"" )",,10,2023,AM,"2,481,813.00","2,736,705.00",102.43, MA 
HM18,"Pozo Claretiano         ( 10"" )",,10,2023,AM,"7,289,175.00","7,398,937.00",44.4, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,10,2023,AM,,,, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,10,2023,AM,"1,877,358.00","1,911,625.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,10,2023,AM,"590,468.91",, FOP , MA 
SRM37,Pozo Los Altos II ,,10,2023,AM,"2,381,522.00","2,427,485.80", FOP , MA 
SRM32,"Pozo Matasanos      ( 4"" )",,10,2023,AM,"640,551.00","651,899.00", FOP , MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,10,2023,AM,"678,019.07","680,882.41", FOP , MA 
SRM33,Pozo Joya 2,,10,2023,AM,"3,962,603.30","3,975,314.60", FOP , MA 
HM13,"Pozo Joya 3 (8"")",,10,2023,AM,"3,234,084.00","3,254,225.00", FOP , MA 
SRM30,"Pozo Santiago ( 8"" )",,10,2023,AM,"2,229,219.00","2,276,870.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",,10,2023,AM,"2,238,329.00","2,285,929.00",30.52, MA 
SRM12,"Pozo Highland Ranch (3"")",,10,2023,AM,"20,300.00","20,781.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,,10,2023,PM,"1,850,224.40","1,853,186.60", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,10,2023,PM,"876,933.95","938,895.65",44.88, MA 
,Pozo Vilaseca,,10,2023,PM,"357,995.59","366,082.88", FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,10,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,10,2023,PM,"958,029.00","986,092.00",10.64, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,10,2023,PM,"1,161,104.00","1,181,137.00",8.55, MA 
SIM14,"Limpieza Tanque Victoria 8""",,10,2023,PM,"19,829.00", FOP , FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,10,2023,PM,"1,930,916.00","1,975,603.00", FOP , MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,10,2023,PM,"1,016,792.90","10,216,120.00", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,10,2023,PM,"21,375.51","21,542.50", FOP , MA 
PEND,"Victoria Saliendo 6""",,10,2023,PM,"2,578,466.00", FOP , FOP , MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,10,2023,PM,"364,135.00","367,096.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,10,2023,PM,"638,878.00","654,698.00",7.17, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,10,2023,PM,"616,321.00","631,712.00",6.96, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,10,2023,PM,"244,080.00", XXXX ,1.41, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,10,2023,PM,"186,870.00","196,424.00",6.29, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,10,2023,AM,,"226,895.00", FOP , MA 
SRM51,Breña Mora Entrada Planta,,10,2023,AM,"1,871,805.40","1,906,704.70",14.4, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,10,2023,AM,"1,645,754.70","1,676,450.60",21.6, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,10,2023,AM,"254,535.00","266,895.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,10,2023,AM,"18,658.00","18,824.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,10,2023,AM,"32,783.00","33,378.00",0.55, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,10,2023,AM,"585,101.00","619,048.00",13.94, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,10,2023,AM,"1,773,591.00","1,809,636.00",5.66, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,10,2023,AM,"2,095,938.00","2,155,804.00",38.51, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,10,2023,PM,"1,468,096.00", XXXX ,6.96, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,10,2023,PM,"4,516,085.00","4,568,981.00",, MA 
SIM17,Cementerio  Bunt Planet,,10,2023,PM,"1,091,473.40", XXXX ,, MA 
SIM18,Mas x Menos Bunt Planet,,10,2023,AM,"1,725,500.60", XXXX ,, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,10,2023,AM,,"1,906,704.70",14.4, MA 
SIM53,Entrada al Tanque San Francisco (T4),,10,2023,AM,"742,660.00", XXXX ,21.6, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,10,2023,AM,"3,089,469.00", XXXX , FOP , MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,10,2023,AM,"1,993,231.00", XXXX , FOP , MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,10,2023,AM,"613,331.00", XXXX ,0.55, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,10,2023,AM,"3,712,400.00", XXXX ,, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,10,2023,AM,"1,989,520.00", XXXX ,, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,10,2023,AM,"13,103,560.00", XXXX ,, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,10,2023,PM,"579,299.80","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,10,2023,PM,"13,239,714.00","13,564,569.00",13.28, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,10,2023,PM,,, FOP , MA 
,Iris Hernández,,10,2023,PM,"792,979.00","843,207.00",18.66, M1  
PEND,Derivación ASADA San Pedro de Barva,,10,2023,,,,, M2  
BM09,Botho Steinvorth,,10,2023,AM,"3,745,455.90","3,799,722.60",29.82, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,10,2023,AM,"2,399,405.00","2,436,780.00",16.81, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,10,2023,AM,"7,077,067.60","7,194,046.90",84.37, MA 
,29 Catarata,,10,2023,AM,"565,457.00","603,418.00",16.96,
BM16,Arrieta,,10,2023,AM,"4,758,412.90","4,832,871.00",29.59, MA 
,La Anexa,,10,2023,AM,"332,327.00","346,274.00",6.17, M1 
BM03,Carlos Steinvorth,,10,2023,AM,"4,163,633.30","4,203,163.50",21.67, MA 
,29 A,,10,2023,AM,"123,152.00","123,152.00",15.32, M1 
BM14,Sacramento,,10,2023,AM,"4,057,376.00","4,122,915.00",30.64, MA 
BM19,"Marin Cañas Electromagnetico 2""",,10,2023,PM,"231,451.00","233,225.00",0.89, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,10,2023,AM,"13,208,203.00","13,463,718.00",128.21, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,10,2023,AM,"6,827,644.00","6,880,024.00",19.37, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,10,2023,AM,"8,112,361.00","8,142,840.00",12.33, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,10,2023,AM,"10,818,641.00","11,073,884.00",141.7, MA 
BM10,"El Higueron 8""  (6"")",,10,2023,AM,"8,016,253.00","8,108,860.00",43.98, MA 
BM11,"LA Gemela #1 (6"")",,10,2023,AM,"4,143,758.00","4,159,488.00",6.75, MA 
BM12,"LA Gemela #2  (6"")",,10,2023,AM,"7,442,326.00","7,557,051.00",63.5, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,10,2023,PM,,,84.33, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,10,2023,AM,"703,978.00","768,351.00",26.72, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,10,2023,AM,"3,584,187.00","3,726,435.00",68.5, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,10,2023,AM,"2,296,546.00","2,356,943.00",24.84, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,10,2023,AM,"2,032,616.00","2,087,046.00",23.87, MA 
SR54,Mata Plátano,,10,2023,AM,"300,321.62","339,851.62",9.07, MA 
BM25,"Sacramento 3""",,10,2023,AM,"262,954.00","275,554.00",5.29,
SPM01,"Pozo Miraflores        ( 8"" )",,11,2023,PM,"3,681,971.00","3,722,976.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,11,2023,PM,"6,937,581.00","7,073,370.00",51.6, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,11,2023,PM,"18,433.00","18,434.00", FOP , MA 
HM07,Pozo Real Santamaría,,11,2023,PM,"18,947,989.00","19,121,847.00",66.09, MA 
HM17,"Pozo Trebol (8"")",,11,2023,PM,"6,079,287.00","6,246,048.00",70.6, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,11,2023,PM,"1,091,492.60","1,110,479.60", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,11,2023,PM,"5,057,135.00","5,140,276.00",32.2, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,11,2023,PM,"156,777.00","156,777.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,11,2023,PM,"135,781.00","135,783.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,11,2023,,"991,489.00", FOP , FOP , MA 
HM22,Medidor para venta de agua Malinches,,11,2023,PM,"1,060.39","1,060.39", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,11,2023,PM,"3,626,719.34","3,846,832.37",84.22, M2 
HM06,"Pozo San Vicente        ( 10"" )",,11,2023,PM,"2,736,705.00","2,965,670.00",103.06, MA 
HM18,"Pozo Claretiano         ( 10"" )",,11,2023,PM,"7,398,937.00","7,515,586.00",44.8, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,11,2023,PM,,"23,134.00", FOP , MA 
BM17,"Pozo Malinches Real  ( 8"" )",,11,2023,PM,"1,911,625.00","1,911,746.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,11,2023,PM,,, FOP , MA 
SRM37,Pozo Los Altos II ,,11,2023,PM,"2,427,485.80","2,427,660.30", FOP , MA 
SRM32,"Pozo Matasanos      ( 4"" )",,11,2023,PM,"651,899.00","651,933.00", FOP , MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,11,2023,PM,"680,882.41","680,894.80", FOP , MA 
SRM33,Pozo Joya 2,,11,2023,PM,"3,975,314.60","3,975,349.00", FOP , MA 
HM13,"Pozo Joya 3 (8"")",,11,2023,PM,"3,254,225.00","3,254,289.00", FOP , MA 
SRM30,"Pozo Santiago ( 8"" )",,11,2023,PM,"2,276,870.00","2,324,283.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",,11,2023,AM,"2,285,929.00","2,298,125.00", FOP , MA 
SRM12,"Pozo Highland Ranch (3"")",,11,2023,,"20,781.00","20,988.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,,11,2023,AM,"1,853,186.60","1,858,091.70", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,11,2023,AM,"938,895.65",, FOP , MA 
,Pozo Vilaseca,,11,2023,AM,"366,082.88",, FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,11,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,11,2023,AM,"986,092.00","1,015,398.00",11.68, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,11,2023,AM,"1,181,137.00","1,203,274.00",8.39, MA 
SIM14,"Limpieza Tanque Victoria 8""",,11,2023,, FOP ,, FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,11,2023,AM,"1,975,603.00","2,024,216.00",29.63, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,11,2023,AM,"10,216,120.00","10,259,585.00", FOP , MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,11,2023,AM,"21,542.50","21,730.38",0.09, MA 
PEND,"Victoria Saliendo 6""",,11,2023,AM, FOP ,"2,671,696.00",40.04, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,11,2023,AM,"367,096.00","369,845.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,11,2023,AM,"654,698.00","674,333.00",8.49, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,11,2023,AM,"631,712.00","650,029.00",8.44, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,11,2023,AM, XXXX , XXXXX ,1.95, MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,11,2023,AM,"196,424.00","211,057.00",6.3, MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,11,2023,AM,"226,895.00","278,704.00",16, MA 
SRM51,Breña Mora Entrada Planta,,11,2023,AM,"1,906,704.70","1,944,655.00",14.5, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,11,2023,AM,"1,676,450.60","1,711,215.30",21.6, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,11,2023,,"266,895.00",,, MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,11,2023,,"18,824.00","18,869.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,11,2023,,"33,378.00","34,064.00",1.4, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,11,2023,,"619,048.00","655,633.00",15.18, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,11,2023,,"1,809,636.00","1,850,613.00", FOP , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,11,2023,,"2,155,804.00","2,216,909.00",31.58, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,11,2023,AM, XXXX ,"1,508,614.00",13.32, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,11,2023,AM,"4,568,981.00","4,622,584.00",30.45, MA 
SIM17,Cementerio  Bunt Planet,,11,2023,AM, XXXX ,"1,131,151.70",12.8, MA 
SIM18,Mas x Menos Bunt Planet,,11,2023,AM, XXXX ,"1,795,017.20",15.85, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,11,2023,,"1,906,704.70",,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,11,2023,AM, XXXX ,"779,903.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,11,2023,AM, XXXX ,"3,225,771.00",27.4, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,11,2023,AM, XXXX ,"2,075,506.00",11.06, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,11,2023,AM, XXXX ,"681,065.00",14.34, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,11,2023,AM, XXXX ,"3,945,480.00",37.22, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,11,2023,PM, XXXX ,"2,342,319.00",65.52, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,11,2023,PM, XXXX ,"13,339,262.00",91.59, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,11,2023,,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,11,2023,PM,"13,564,569.00","13,904,377.00",14.66, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,11,2023,,,,, MA 
,Iris Hernández,,11,2023,AM,"843,207.00","900,357.00",21.08, M1  
PEND,Derivación ASADA San Pedro de Barva,,11,2023,,,,, M2  
BM09,Botho Steinvorth,,11,2023,AM,"3,799,722.60","3,869,885.40",27.24, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,11,2023,AM,"2,436,780.00","2,482,864.00",16.24, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,11,2023,AM,"7,194,046.90","7,344,543.30",97.91, MA 
,29 Catarata,,11,2023,AM,"603,418.00","649,787.00",17.57,
BM16,Arrieta,,11,2023,AM,"4,832,871.00","4,929,847.20",35.3, MA 
,La Anexa,,11,2023,AM,"346,274.00","361,725.00",6.32, M1 
BM03,Carlos Steinvorth,,11,2023,AM,"4,203,163.50","4,251,773.00",19, MA 
,29 A,,11,2023,AM,"123,152.00","123,153.00",16.59, M1 
BM14,Sacramento,,11,2023,AM,"4,122,915.00","4,205,565.00",31.4, MA 
BM19,"Marin Cañas Electromagnetico 2""",,11,2023,PM,"233,225.00","235,392.00",0.79, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,11,2023,PM,"13,463,718.00","13,805,947.00",131.08, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,11,2023,PM,"6,880,024.00","6,940,932.00",24.94, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,11,2023,PM,"8,142,840.00","8,174,397.00",10.35, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,11,2023,PM,"11,073,884.00","11,375,302.00",128.6, MA 
BM10,"El Higueron 8""  (6"")",,11,2023,PM,"8,108,860.00","8,241,273.00",47.39, MA 
BM11,"LA Gemela #1 (6"")",,11,2023,PM,"4,159,488.00","4,181,352.00",8.69, MA 
BM12,"LA Gemela #2  (6"")",,11,2023,PM,"7,557,051.00","7,720,142.00",61.48, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,11,2023,PM,,,78.48, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,11,2023,PM,"768,351.00","839,136.00",26.95, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,11,2023,AM,"3,726,435.00","3,881,869.00",66.2, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,11,2023,AM,"2,356,943.00","2,427,872.00",24.75, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,11,2023,AM,"2,087,046.00","2,151,113.00",23.65, MA 
SR54,Mata Plátano,,11,2023,,"339,851.62",,, MA 
BM25,"Sacramento 3""",,11,2023,AM,"275,554.00","288,938.00",5.82,
SPM01,"Pozo Miraflores        ( 8"" )",,12,2023,AM,"3,722,976.00","3,797,860.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,12,2023,AM,"7,073,370.00","7,217,084.00",52.7, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,12,2023,AM,"18,434.00","18,434.00", FOP , MA 
HM07,Pozo Real Santamaría,,12,2023,PM,"19,121,847.00","19,308,073.00",70.15, MA 
HM17,"Pozo Trebol (8"")",,12,2023,PM,"6,246,048.00","6,455,112.00",73.5, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,12,2023,PM,"1,110,479.60","1,120,141.60",25.55, MA 
HM12,"Pozo Granada ( 10"" )",,12,2023,PM,"5,140,276.00","5,230,253.00",31.1, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,12,2023,PM,"156,777.00","156,924.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,12,2023,PM,"135,783.00","135,783.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,12,2023,PM, FOP ,"193,517.17",47.69, MA 
HM22,Medidor para venta de agua Malinches,,12,2023,PM,"1,060.39","1,060.39", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,12,2023,PM,"3,846,832.37","4,034,934.19", FOP , M2 
HM06,"Pozo San Vicente        ( 10"" )",,12,2023,PM,"2,965,670.00",,, MA 
HM18,"Pozo Claretiano         ( 10"" )",,12,2023,AM,"7,515,586.00","7,641,606.00",46.7, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,12,2023,AM,"23,134.00","23,134.00", FOP , MA 
BM17,"Pozo Malinches Real  ( 8"" )",,12,2023,AM,"1,911,746.00","1,913,755.00", FOP , MA 
